일시,대여소,대여건수,반납건수
202304,417. DMC역 2번출구 옆,3,2
202304,4173. 중대후문 마을버스정류장,5,0
202304,4175. 대방역2번출구,4,4
202304,4179. 보라매병원역 1번출구,0,1
202304,418. 월드컵경기장역 3번출구 옆,3,1
202304,4181. 보라매공원역 2번출구,0,1
202304,419. 홈플러스 앞,0,2
202304,420. 서울시 공공자전거 상암센터,23,6
202304,4206. 광흥창역5번출구,1,3
202304,4207. 아만티호텔 앞,5,6
202304,4208. 스타벅스(동교동) 앞,1,0
202304,421. 마포구청 앞,1,1
202304,4211. 시석빌딩 앞,18,13
202304,4213. 마포구중앙도서관 정문 앞,5,3
202304,4216. 망원정 앞,1,0
202304,4217. 한강공원 망원나들목,29,29
202304,4218. 디지털매직스페이스,1,0
202304,4220. 신촌 청년주택,2,2
202304,4233. 코오롱아파트사거리,19,15
202304,424. 롯데하이마트 (상암월드컵점) ,0,2
202304,4244. 당인리발전소 공원 앞,10,6
202304,4246. 상수역새마을금고,1,3
202304,4248. 신촌 교보빌딩,0,2
202304,4264. 홍남교 버스정류장,1,0
202304,4266.국민연금공단충정로사옥,1,0
202304,4267. 서대문역 2번 출구,1,1
202304,4269. 연희IC 남측,5,13
202304,4270. 우국한마음 아파트 맞은편,3,2
202304,4271. 충정로역 1번 출구,1,0
202304,4273. 홍연2교 사거리,1,2
202304,4274. 신촌 파랑고래 입구,6,6
202304,4275.농협생명본사빌딩 서관,0,1
202304,428. 명보사거리,2,3
202304,430. 장충동먹자골목 앞,2,0
202304,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),0,1
202304,4306. 서래공원 앞,1,0
202304,4307. 고투몰 gate 15옆,1,1
202304,431. 청계천 영도교,12,2
202304,4313. 반포종합운동장,1,1
202304,4316. 고속터미널역 3번출구,1,0
202304,4320. 신영체르니 아파트,0,2
202304,4324. 세화고등학교,0,1
202304,4329. SC제일은행 양재동지점 앞,0,1
202304,433. 을지로입구역 2번출구,4,3
202304,4332. 이수교차로,1,5
202304,435. SK 남산빌딩,3,1
202304,4353. 코오롱디지털타워 3차앞,0,1
202304,436. 이대역 5번출구,4,1
202304,4362. 행당중학교 후문,1,3
202304,437. 대흥역 1번출구,1,0
202304,4370. 서울숲IT캐슬 앞,0,2
202304,4373. 서울숲 지식산업센터,5,0
202304,4377. 우영테크노센터 앞,2,1
202304,438. 성산2-1 공영주차장,1,2
202304,4381. 더스페이스타워 앞,1,3
202304,4385. 용답동 우체국 주변,0,1
202304,4387. 성수역 1번출구 주변,6,10
202304,4388. 하우스디세종타워 앞,0,1
202304,4389. 서울숲역3번출구,5,5
202304,440. 하늘공원 입구,9,16
202304,4414. 안암역 3번 출구,3,3
202304,442.서울역 서부,4,3
202304,443.호암아트홀,3,2
202304,445.대한상공회의소,3,10
202304,4452. 삼성SDS,0,1
202304,4457. 아산병원 기숙사 부근,1,2
202304,4464. 올림픽공원 북2문,5,4
202304,4465. 건영아파트앞 사거리,0,3
202304,4481. 올림픽공원 북2문 2,1,0
202304,4483. 잠실나들목4,6,6
202304,4484. 잠실나루역4번출구뒤,6,7
202304,4486. 홈플러스 잠실점,3,1
202304,450. 효자동 삼거리,4,2
202304,4509. 서울영상고교 입구,1,0
202304,451. 청와대앞길,1,1
202304,4512. 목동13_14단지 사거리,0,2
202304,452. 동대문 종합시장 버스정류장,4,5
202304,453. 종로오가 지하쇼핑센터 14번출구,12,14
202304,454. 종로2가 버스정류장 (종각방향),2,6
202304,4541. 갈산문화예술센터,11,5
202304,455. 종로6가역 버스정류장(동대문 방향),10,13
202304,4559. 신길역 2번출구,3,3
202304,456. 숭인2동 주민센터 입구,0,2
202304,4561. 양평역 1번출구,4,3
202304,4564. 63스퀘어,25,17
202304,4565. 영등포 신세계백화점,0,2
202304,4568. 영등포로터리,1,4
202304,457. 종로꽃시장 입구 옆,3,4
202304,4574. 영등포시장역 포레나영등포,1,0
202304,458. 광화문역 5번출구,9,13
202304,4582. 국회도서관,0,2
202304,4585. 국회6문,4,4
202304,4589. KRX한국거래소(1),2,1
202304,4592. 신길우성4차아파트,1,1
202304,4594. 양평교 영등포대여소,2,0
202304,4598. 오목교 동측 지하보도,2,2
202304,4601.양평역2번출구 뒤,0,2
202304,4604. 원효로다목적체육관 앞,0,1
202304,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",9,6
202304,4607. 국립중앙박물관 -용산가족공원 앞,3,2
202304,4608. 국립중앙박물관 정문 앞,1,0
202304,4609. 파크타워 104동 앞,1,2
202304,461. 서울지방경찰청,0,1
202304,4610. 한남나인원 105동 앞,4,1
202304,4612. 한남 준 J.FSS 앞,0,2
202304,4613. 서울갤러리아 앞,0,3
202304,4615. 크라운호텔앞 버스정류소,10,9
202304,4616. 신용산지하차도 앞,4,7
202304,4619. 한강트럼프월드3차 앞,15,15
202304,462. 신영동삼거리(북악터널방향),0,2
202304,4620. 삼각지역 14번 출구 앞(교통섬),0,2
202304,4621. 남산도서관 앞,7,6
202304,4622. 한강중학교 앞 버스정류장,6,1
202304,4623. 라인프랜즈이태원점 앞,1,2
202304,4629. 한강초교보도육교 앞,14,6
202304,4633. 센트럴파크타워 앞,2,1
202304,4634. 이태원역 3번 출구,12,10
202304,4636. 용산구꿈나무종합타운 앞,2,2
202304,4637. 용산시티파크 101동 앞,1,0
202304,4638. 청파동삼거리 앞,0,1
202304,4639. 동빙고근린공원,10,3
202304,464. 삼청동 골목,11,7
202304,4641. 아메리칸센터,5,2
202304,466.롯데호텔,25,6
202304,467.한국은행,10,13
202304,468.웨스틴 조선호텔,10,5
202304,4685. DMC역 5번 출구(수색역 방향),2,2
202304,469.회현역 1번출구,2,5
202304,470.회현역 7번출구,9,11
202304,4705. 웰니스센터(민방위교육장 앞),10,15
202304,4707. 청계3가 사거리,7,6
202304,4708. 조계사앞사거리,7,9
202304,4709. 천지인 오피스텔 앞,1,0
202304,471.회현사거리 남측,15,15
202304,4710. 자교교회 앞,5,2
202304,4713. 현대 뜨레비앙 아파트 앞,10,10
202304,4715. 돈의문 박물관 마을,0,1
202304,4718. 광화문역 6번출구 옆 A,4,7
202304,4719. 종로문화원 건너편,3,3
202304,472.삼일교(시그니쳐 타워),3,0
202304,473.을지로4가역 9번출구,3,4
202304,474.동대문역사문화공원역 1번출구 뒤편,41,24
202304,475.DDP 패션몰,5,2
202304,4753. 시청역 10번출구,1,1
202304,4760. 서울역 7번출구,1,5
202304,4761. 중부경찰서앞사거리 건너편,4,1
202304,4762. 국제빌딩,4,1
202304,4765. 동대문디자인플라자,11,19
202304,4768. 서울도시건축전시관,19,10
202304,477.앰배서더 호텔 주변,1,1
202304,4772. 중앙일보,1,0
202304,4774. 을지로입구역 8번출구,3,1
202304,4775. 을지로지하쇼핑센터,2,7
202304,4776. 신세계면세점,13,14
202304,4778. 대신파이낸스센터,5,3
202304,4781. 브라운스위트레지던스,1,0
202304,4784. 중부경찰서앞 사거리,1,2
202304,4785. 롯데시티호텔,0,1
202304,479.동대입구역 3번 출구,3,2
202304,4791. 명동역9번 출구,15,44
202304,4792. 퇴계로4가 교차로(중구청),2,1
202304,4793. 동대문역사문화공원역 5번출구,2,2
202304,4794. 서울역 서부교차로(3),2,3
202304,4796. 부산은행,14,5
202304,4798. 황학동롯데캐슬,7,4
202304,4800. 필동 삼거리,1,0
202304,481.신당역 10번 출구,4,5
202304,4823. 방정환교육지원센터 옆,1,0
202304,484.도동삼거리,0,5
202304,485.서울역5번출구,9,9
202304,4856. 올림픽공원 서1문 앞,3,2
202304,4859. 잠실나루 나들목,4,7
202304,4862. 성내교 남단,0,2
202304,4863. 잠실나들목5,7,7
202304,4868. 석촌호수 서호 남단,6,3
202304,4869. 잠실나들목6,3,3
202304,487.신석초교앞 교차로 교통섬,7,6
202304,4870. 몽촌토성역 3번 출구,7,13
202304,4903. 신사스퀘어,2,1
202304,4906. 섬유센터 앞,1,2
202304,4907. 극동스포츠 앞,4,2
202304,4909. 노보텔 앰배서더 앞,1,2
202304,4913. 레베쌍트 빌딩 앞,3,1
202304,4914. 도심공항타워 앞,4,5
202304,4916. 청담역 1번출구,2,0
202304,4924.논현동가구거리,0,1
202304,493.홍대입구역 6번출구,19,13
202304,494.신수동주민센터,2,0
202304,495.염리초등학교 앞,4,2
202304,497.합정동주민센터 앞,2,10
202304,498.연남동주민센터 앞,8,6
202304,500. 어린이대공원역 3번출구 앞,0,3
202304,502. 뚝섬유원지역 1번출구 앞,18,24
202304,5065. 허준박물관삼거리,0,2
202304,509. 이마트 버스정류소 옆,1,2
202304,510. 서울숲 남문 버스정류소 옆,18,37
202304,511. 서울숲역 5번 출구 옆,21,13
202304,512. 뚝섬역 1번 출구 옆,0,4
202304,514. 성수사거리 버스정류장 앞,1,2
202304,515. 광양중학교 앞,0,3
202304,516. 광진메디칼 앞,2,0
202304,518. 청계천 박물관 앞,4,5
202304,519. 양지사거리,2,0
202304,522. 금호역 1번출구 앞,0,1
202304,525. 한양대병원사거리,4,3
202304,5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞),2,2
202304,533. 금남시장 교차로,1,1
202304,534. 금호사거리,1,0
202304,536. 행당역 2번출구 앞,0,3
202304,537. 한양대후문역 부근,2,3
202304,538. 답십리역 8번출구 앞,2,0
202304,539. 군자교교차로,1,1
202304,542. 강변역 4번출구 뒤,0,1
202304,543. 구의공원(테크노마트 앞),1,1
202304,544. 광남중학교,1,4
202304,546. 잠실대교북단 교차로,2,0
202304,548. 자양나들목,2,1
202304,550. 서울시설공단 앞,4,2
202304,553. 중곡 성원아파트 앞,1,1
202304,556. 달맞이공원,0,1
202304,559. 왕십리역 4번 출구 건너편,4,1
202304,560. 비전교회 앞,0,6
202304,561. 서울숲역 2번출구 앞,4,2
202304,565. 옥수역 3번출구,20,19
202304,567. 성수역 2번출구 앞,6,2
202304,568. 청계8가사거리 부근,4,4
202304,569. 응봉현대아파트 정류소,0,2
202304,571. 세종대학교 대양AI센터,2,3
202304,574. 아차산역4번출구,2,1
202304,5752. 풍납백제문화공원 옆 인근,0,1
202304,5756. 극동아파트,3,2
202304,576. 광나루역 3번 출구,5,3
202304,5760. 풍납사거리 성내유수지,1,1
202304,5764. 한국체육대학교,2,0
202304,5768.방이삼거리,4,2
202304,577. 광진청소년수련관,0,2
202304,582. 경일중학교 앞,3,1
202304,583. 청계천 생태교실 앞,7,6
202304,584. 광진광장 교통섬,3,0
202304,585. 성수2가1동 공영주차장 인근,15,3
202304,5853. 여의도역2번출구 앞,3,0
202304,5854. 신한금융투자 앞,12,7
202304,5855. 하이투자증권 앞,5,4
202304,5857. U레지던스 앞,7,4
202304,5858. 영등포역5번출구,4,3
202304,5859. 여의도 삼부아파트,2,8
202304,5860. 어울림병원 앞,10,9
202304,5861. 보라주유소 앞,2,1
202304,5865.더리브오피스텔 앞,4,4
202304,587. 유니베라 앞,3,0
202304,588. 뚝섬 유원지역,1,0
202304,589. 성수역3번출구,11,10
202304,592. 건국대학교 학생회관,2,0
202304,605. 신설동역8번출구,3,2
202304,6053. 중부세무서 앞,2,0
202304,607. 신이문역 2번출구,1,0
202304,613. 신설동역 10번출구 앞,9,3
202304,623. 서울시립대 정문 앞,1,0
202304,626. 군자교 서측 녹지대,0,1
202304,633. 청량리 기업은행 앞,1,4
202304,634. 외국어대 정문 앞,7,3
202304,638. 서울시립대 정보기술관,3,2
202304,641. 용두역 4번출구,0,1
202304,646. 장한평역 1번출구,6,5
202304,654. 전농동 텃골공원,1,0
202304,657. 동대문롯데캐슬아파트 앞,0,1
202304,659. 제기역1번출구,1,0
202304,660. 동의보감타워,0,1
202304,661. 경희대학교 청운관,0,1
202304,664. 서울시립대 건설공학관,1,0
202304,666.이문대성유니드아파트 앞,0,1
202304,671.대광빌딩,6,0
202304,672.대광고등학교,0,1
202304,674.고대앞사거리 교통섬,2,2
202304,680.꿈마루어린이도서관 앞,4,3
202304,703. 오목교역 7번출구 앞,1,0
202304,708. 서울출입국관리사무소 앞,1,1
202304,729. 서부식자재마트 건너편,4,4
202304,748. 목동운동장,12,9
202304,749. 이대목동병원보도육교,1,1
202304,755. 목동1단지아파트 상가 앞,1,0
202304,762. 오목로 무중력지대 앞,2,2
202304,763. 목동11단지 아파트,0,2
202304,765. 오목교역 3번출구,1,1
202304,770.목동역5번출구 교통정보센터 앞,1,1
202304,"773.염창역 3, 4번 출구 사이",0,2
202304,780.신정교 하부,1,1
202304,788.양천구청역 2번출구 옆,2,0
202304,802. 한강진역 2번 출구 앞,2,4
202304,806. 전자랜드 본관 앞,6,1
202304,807. 서울역 12번 출구 앞,2,9
202304,808. 서빙고동 금호맨션 앞,0,2
202304,809. 한남 유수지 복개주차장,15,13
202304,810. 이태원지하보도,3,2
202304,811. 녹사평역1번출구,6,5
202304,812. 용산전쟁기념관,6,10
202304,813. 삼각지역 3번출구,6,0
202304,815. LIG강촌아파트 103동앞,3,3
202304,816. 신용산역 6번출구 앞,7,5
202304,818. 숙명여대 입구 교차로,1,0
202304,819. 선린인터넷 고등학교,0,1
202304,823. 효창동주민센터 앞,1,0
202304,825. 서빙고동 주민센터 앞,17,23
202304,826. 서울역 서부교차로2,3,12
202304,828. 숙대입구역 8번,0,2
202304,829. 한강대교 북단 교차로,23,9
202304,831. 이태원관광특구입구A(녹사평역쪽),4,4
202304,832. 이촌1동 주민센터 뒤,7,4
202304,834. 효창공원앞역 3번출구 뒤,2,2
202304,837. 한남나들목 입구,17,20
202304,838. 숙대입구역 4번출구,10,5
202304,839. 보광동 삼성리버빌아파트 앞,3,4
202304,841. 신용산역 1번 출구,1,4
202304,843. 이태원관광특구B(용산구청쪽),3,6
202304,844. 이촌2동 동원베네스트 아파트 앞,6,6
202304,845. 용산 선인상가,2,2
202304,846. 용산중학교,3,1
202304,848. 삼각지12번 출구,6,2
202304,849. 삼각지 자이아파트,8,5
202304,852.청암자이APT(103동),6,5
202304,853.용산역 맞은편,8,10
202304,855.이촌역5번출구 앞,2,3
202304,857. 현대 안성타워,1,2
202304,858.녹사평역3번 출구,8,0
202304,860.LG한강 자이아파트 앞,8,8
202304,863.이촌역2번 출구,10,1
202304,864.순천향대학병원(한남오거리),1,7
202304,865.하얏트호텔 앞,0,2
202304,866.브라운스톤 남산아파트,2,1
202304,867.서빙고역 광장(1번출구),5,1
202304,869.노들섬 동측 앞,5,1
202304,870.노들섬 서측 앞,27,26
202304,907. CJ 드림시티,0,3
202304,914. 새절역 2번출구,1,0
202304,916. 평생학습관 앞,3,1
202304,928. 은평역사한옥박물관,2,2
202304,932. 예일여중,1,1
202304,938. 금암 문화공원,1,0
202304,996.응암역2번출구 국민은행 앞,1,0
202305,1001. 광진교 남단 사거리(천호공원 방면),1,1
202305,1008. 암사역 3번출구(국민은행앞),0,2
202305,1009. 천호역4번출구(현대백화점),4,4
202305,1010. 강동세무서,1,0
202305,1013. 강동구청역 1번 출입구,4,2
202305,102. 망원역 1번출구 앞,6,4
202305,1023. 한국종합기술사옥 앞,2,0
202305,103. 망원역 2번출구 앞,13,5
202305,1030. 미호 플랜트 앞,0,2
202305,104. 합정역 1번출구 앞,9,1
202305,105. 합정역 5번출구 앞,5,4
202305,106. 합정역 7번출구 앞,21,25
202305,107. 신한은행 서교동지점,0,1
202305,1072.고덕역 5번출구,0,1
202305,108. 서교동 사거리,13,25
202305,1084. 윤선생빌딩(JYP사옥),7,1
202305,1088.풍납사거리(강동),1,0
202305,109. 제일빌딩 앞,16,15
202305,1106. 신방화사거리,0,1
202305,111. 상수역 2번출구 앞,9,11
202305,1111. 마곡엠밸리6_7단지 마곡중학교,2,1
202305,1117. 등촌5단지아파트 버스정류장,1,0
202305,112. 극동방송국 앞,10,17
202305,1120. 대림경동아파트앞,1,1
202305,1121. 가양레포츠센터 앞,0,1
202305,1122. 황금내근린공원,1,1
202305,1124. 발산역 6번 출구 뒤,0,3
202305,113. 홍대입구역 2번출구 앞,26,17
202305,114. 홍대입구역 8번출구 앞,15,37
202305,115. 마스타 빌딩 앞,12,12
202305,1151. 마곡역1번출구,1,0
202305,1158. 가양역 8번출구,0,2
202305,1160. 양천향교역 7번출구앞,0,2
202305,1162. 공항초등학교건너편,1,0
202305,117. 홍은사거리,2,1
202305,1173. 강서구청사거리(SH타워),1,0
202305,1178. 개화산역 2번 출구,0,4
202305,118. 광흥창역 2번출구 앞,4,1
202305,1185. 등촌9단지,3,1
202305,119. 서강나루 공원,21,18
202305,1193. 마곡센트럴타워 1차,1,0
202305,1195. 코오롱One&Only타워,1,0
202305,1197. 엠펠리체 호텔 건너편,3,6
202305,1200. 개화광역환승센터,0,1
202305,1201. 가락시장역 3번 출구,2,0
202305,1205. 종합운동장역 4번출구,3,3
202305,1206. 9호선종합운동장역 9번출구,5,2
202305,1209. 잠실나루역 (2번 출구 쪽),3,1
202305,121. 마포소방서 앞,1,2
202305,1210. 롯데월드타워(잠실역2번출구 쪽),25,16
202305,1215. 올림픽공원역 1번출구 앞,0,2
202305,1218. 방이역 4번출구,2,4
202305,122. 신성기사식당 앞,2,2
202305,1220. 잠실근린공원,2,1
202305,1222. 잠실새내역 5번 출구 뒤,10,8
202305,1224. 아시아지하보도 2번 출구,2,3
202305,1226. 잠실4동 주민센터 옆,8,6
202305,123. 문화촌 공원,0,1
202305,1231. 잠실역 6번출구,1,13
202305,1232. 잠실주공 521동 건너편,8,9
202305,1233. 잠실3거리(갤러리아팰리스),3,2
202305,124. 서강대 정문 건너편,3,0
202305,1243. 문정 법조단지7,1,0
202305,1244. 문정 법조단지8,3,0
202305,1245. 문정 법조단지9,1,0
202305,1246. 문정 법조단지10,1,0
202305,125. 서강대 남문 옆,3,3
202305,1250.문정2동 주민센터,2,0
202305,1251. 석촌역 2번출구,2,2
202305,1253. 오금역 3번 출구 뒤,0,1
202305,126. 서강대 후문 옆,13,14
202305,1264. 천호역 10번 출구 앞,1,1
202305,1266. 문정동 글샘 공원,0,1
202305,1267. 올림픽공원 남2문 앞,1,1
202305,1268. 몽촌토성역 1번출구 옆,13,18
202305,1269. 리센츠아파트 ,1,0
202305,1277. 성내6교,2,2
202305,128. 신촌역(2호선) 1번출구 옆,4,4
202305,1286. 위례중앙푸르지오 1단지 앞,0,2
202305,129. 신촌역(2호선) 6번출구 옆,5,11
202305,1293. 석촌호수 서호 사거리,1,2
202305,1295. 잠실역 8번출구,3,16
202305,1296. 석촌호수교차로 (송파나루근린공원 앞),0,2
202305,1297. 석촌호수교차로(동호 팔각정 앞),15,19
202305,130. 신촌역(2호선) 7번출구 앞,6,16
202305,1302. 한성대입구역6번출구 뒤,2,0
202305,1303. 돈암초교 입구,2,0
202305,1306. 한성대입구역2번출구,4,4
202305,1308. 안암로터리 버스정류장 앞,8,9
202305,131. 증산2교,1,0
202305,1319. 종암사거리 분수대,1,0
202305,1323. 월곡역 입구 육교 밑,0,4
202305,1328. 월곡역 3번출구,1,1
202305,133. 해담는다리,2,0
202305,1332. 석계역 5번출구 건너편,0,2
202305,1333. 석관초등학교 앞,1,0
202305,1334. 석관동주민센터 앞,7,2
202305,1337. 돈암성당 옆,8,1
202305,134. 연세로 명물길,3,0
202305,1342. 성북쉼터 앞,0,1
202305,135. 명물길 원형무대 앞,2,0
202305,1351. 안암2교 옆,3,0
202305,1353. 금호어울림센터힐 내,1,0
202305,1354. 고려대학교 2번출구,6,1
202305,1355. 보문2교,3,0
202305,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1,1
202305,1363. 보문4교 인근,0,2
202305,1366. 일신초등학교 옆,0,1
202305,1368. 성신여대입구 교차로,6,7
202305,137. 신촌기차역입구 교차로,5,3
202305,1372. KEB은행 고대점,2,5
202305,1373. 성북구보건소 건너편,2,1
202305,138. 신촌동 제1공영주차장 앞,4,1
202305,1388. 돈암초교입구 버스정류장(한성대입구역 방면),3,1
202305,1396.래미안장위퍼스트하이(513동),1,0
202305,140. 이화여대 후문,3,3
202305,141. 연대 대운동장 옆,0,1
202305,1414. 사가정역 2번출구,1,0
202305,142. 아현역 4번출구 앞,2,3
202305,1420. 신내어울공원 앞,0,1
202305,143. 공덕역 2번출구,2,6
202305,144. 공덕역 8번출구,7,3
202305,1444. 면목4치안센터,1,0
202305,1448. 코스트코 상봉점,1,0
202305,145. 공덕역 5번출구,4,1
202305,146. 마포역 2번출구 뒤,19,12
202305,1462.동부시장 북문 앞,0,1
202305,147. 마포역 4번출구 뒤,24,22
202305,1472.영성빌딩(PAT),1,0
202305,1478.홈플러스 상봉점 앞,1,0
202305,148. 용강동 주민센터 앞,1,1
202305,150. 서강대역 2번출구 앞,2,0
202305,1503. 강북구청사거리(수유역 8번출구),1,1
202305,1512. 강북중학교 앞,2,0
202305,153. 성산2교 사거리,1,1
202305,1535. 효성인텔리안 앞,1,1
202305,1537. 북한산 우이역,1,1
202305,154. 마포구청역 ,9,6
202305,1546. 송천동우체국,0,1
202305,155. 가좌역1 번출구 앞,4,2
202305,1552. 강북구청사거리,0,6
202305,156. 서울서부지방법원 앞,0,1
202305,1564.4.19민주묘지역 1번출구,0,2
202305,1569.수유역2번출구,4,3
202305,157. 애오개역 4번출구 앞,2,1
202305,159. 이대역 4번 출구,4,3
202305,160. 북아현동 가구거리,2,0
202305,1602. 광운대역 앞,0,1
202305,1606. 태릉입구역 3번출구 ,0,1
202305,162. 봉원고가차도 밑,0,3
202305,1620. 중계동 노원구민체육센터 옆(중1-2),1,1
202305,1625. 상계역(4번출구),1,0
202305,1643. 태릉입구역 8번출구,3,7
202305,1653. 노원역1번출구,1,0
202305,1657. 노원구청 ,0,1
202305,1668. 중계역 6번출구,2,1
202305,1674. 서울북부고용센터앞,0,2
202305,1679. 삼육대 도서관,3,3
202305,1680. 삼육대 제3과학관,1,0
202305,1681. 현대6차 아파트,1,0
202305,1684. 태릉입구역 5번출구,0,1
202305,1689. 마들역 3번출구,1,0
202305,170. DMC파크뷰자이아파트 302동 앞,5,3
202305,171. 임광빌딩 앞,3,0
202305,1715. 서울특별시교육청도봉도서관,1,0
202305,1717. 시립창동운동장 입구,1,1
202305,1743.창동19단지아파트 관리사무소앞,1,0
202305,175. 홍연2교옆,6,4
202305,1765.쌍문역 1번출구 주변,0,2
202305,179. 가좌역 4번출구 앞,0,1
202305,180. 충정로역 7번출구 아래,1,1
202305,181. 망원초록길 입구,12,11
202305,1812. 갑을그레이트밸리 앞,0,3
202305,182. 망원2빗물펌프장 앞,7,10
202305,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,1,1
202305,1827. 독산보도육교 앞 자전거 보관소,0,1
202305,1828. 한양수자인아파트 앞,0,1
202305,1829. 홈플러스 금천점 앞,2,3
202305,183. 하늘채코오롱아파트 건너편,22,12
202305,1830. 빅마켓 금천점 앞,5,1
202305,1831. 메이퀸웨딩컨벤션 앞,1,0
202305,1833. 독산역 1번출구 A,0,1
202305,1834. 월드메르디앙 벤처센터 2차,2,1
202305,184. 7번가피자 서교망원점,3,12
202305,185. 마포 신수공원 앞,10,13
202305,1853. 서울디자인직업전문학교 앞,1,2
202305,1854. 가산아네스트 오피스텔 앞,1,0
202305,186. 월드컵공원,7,3
202305,1862.스타즈호텔독산 빌딩 앞,4,3
202305,1867.대륭포스트타워6차 앞,2,1
202305,1869.롯데캐슬골드파크3차 301동 앞,0,1
202305,188. 홍은동 정원여중 입구,1,0
202305,1906. 신도림역 1번 출구 앞,0,5
202305,1908. 해원리바파크 육교 밑,1,1
202305,1911. 구로디지털단지역 앞,2,3
202305,1920. 서울미래초등학교 사거리,1,1
202305,1925. 동양미래대학교 정문 옆,13,13
202305,194. 증산교 앞,2,0
202305,195. 모래내고가차도 ,1,2
202305,1952. 천왕연지타운2단지 앞,1,1
202305,1955. 디지털입구 교차로,2,1
202305,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),1,3
202305,1961. 신도림테크노근린공원,2,1
202305,1962. 가리봉동주민센터,3,0
202305,1985. 구로도서관,2,1
202305,199. 서울 월드컵 경기장,7,1
202305,1994. 삼성전자 물류센터 앞,3,4
202305,1996. 구일역 1번 출입구 앞,9,4
202305,1998. 고척교 교차로,1,0
202305,2000. 신도림4차 e편한세상 아파트 1109동 앞,0,1
202305,2002. 노들역 1번출구,8,15
202305,2003. 사육신공원앞,6,2
202305,2007. 유한양행앞,1,0
202305,2009. 보라매역 8번출구,1,0
202305,201. 진미파라곤 앞,2,3
202305,2015. 신대방삼거리역 6번출구쪽,1,0
202305,202. 국민일보 앞,9,22
202305,2020. 장승배기역2번출구뒷편쪽,1,3
202305,2025. 흑석역 1번출구,28,37
202305,2026. 흑석역 4번출구,7,0
202305,2027. 중앙대학교 정문 1,5,9
202305,203. 국회의사당역 3번출구 옆,3,3
202305,2032. 이수역 11번출구쪽,2,1
202305,2037. 동작역 5번출구 동작주차공원,30,22
202305,2038. 동작역 7번출구,0,4
202305,204. 국회의사당역 5번출구 옆,5,5
202305,2041. 사당중학교 버스정류소,0,2
202305,205. 산업은행 앞,9,8
202305,2050. 노량진역 5번출구,8,6
202305,2058. 동작경찰서,4,2
202305,2059. 보라매공원 정문,1,0
202305,206. KBS 앞,9,4
202305,2060. 남성역3번출구 뒤,1,1
202305,2065. 서울시여성가족재단,1,0
202305,207. 여의나루역 1번출구 앞,220,175
202305,2070. 노량진역 2번 출구 앞,3,7
202305,2077.노들역 3번출구,6,7
202305,2083.흑석롯데캐슬에듀포레(107동),4,0
202305,2089.사당역10번출구(금강빌딩),0,1
202305,209. 유진투자증권빌딩 앞,15,16
202305,2091. 이수역9번출구,1,0
202305,2095.경문고등학교 앞,0,1
202305,2102. 봉림교 교통섬,1,2
202305,2106. 세이브마트,0,1
202305,2107. 도림천 신화교,2,0
202305,2111. 서울대입구역 1번출구,0,1
202305,2115. 관악구시설관리공단,1,1
202305,2122. 낙성대로 입구,1,0
202305,213. KT앞,6,3
202305,2139. 서울신성초등학교,0,1
202305,214. 금융감독원 앞,1,0
202305,2148. 낙성대역 3번출구 뒤,0,1
202305,215. 여의도고교 앞,16,27
202305,2169. 봉천역 2번출구,1,0
202305,217. NH농협은행 앞,6,2
202305,2172. 나들목공원,0,1
202305,2176. 보라매공원 보도육교,4,2
202305,2177. 신대방역 2번 출구,0,2
202305,2183. 동방1교,1,2
202305,219. 롯데캐슬엠파이어 옆,1,0
202305,2195.은천교회,1,0
202305,220. 미성아파트 A동 앞,1,0
202305,2201. 본마을 정류소 앞,1,1
202305,2202.청계산입구역 1번출구,0,2
202305,2206. 언남초등학교 앞,1,1
202305,2207. 내곡파출소 뒤 정자,1,1
202305,221. 여의도초교 앞,14,11
202305,2213. 고속터미널역 5번출구 앞,1,1
202305,2214. 신반포역 2번출구 앞,11,13
202305,2215. 반포종합운동장 입구,2,6
202305,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",29,25
202305,222. 시범아파트버스정류장 옆,5,1
202305,2222.사당역 12번출구 뒤,1,0
202305,2227.방배열린문화센터 앞,2,0
202305,223. 진주아파트상가 앞,3,1
202305,2231. 삼성타운(삼성생명) A동 맞은편,6,6
202305,224. 롯데캐슬 앞,8,4
202305,2244.교육개발원입구 교차로,1,0
202305,225. 앙카라공원 앞,1,3
202305,2255.시민의숲역 1번출구 옆,2,1
202305,2259. 잠원역 3번-4번 출구사이 ,1,6
202305,226. 샛강역 1번출구 앞,3,8
202305,2262. 한신16차아파트 119동 앞,85,98
202305,2264. 이수역 1번출구,2,2
202305,2268. 서초4동주민센터 ,1,1
202305,227. 양평2나들목 보행통로 입구,1,6
202305,2276. 영동1교 (양재천근린공원),0,1
202305,2277. 길마중4교 하부,3,0
202305,2279. 교대역 5번출구뒤,1,1
202305,228. 선유도역 3번출구 앞,3,4
202305,229. 양평1 보행육교 앞,1,1
202305,230. 영등포구청역 1번출구,2,3
202305,2301. 현대고등학교 건너편,30,39
